qid,num_rel,num_methods_hit_any,num_methods_hit_all,high_concordance_any,low_concordance_any,k,bge.txt_hit_any,bge.txt_hit_all,bge.txt_rel_in_topk,bge.txt_first_hit_rank,bm25.txt_hit_any,bm25.txt_hit_all,bm25.txt_rel_in_topk,bm25.txt_first_hit_rank,bm25_e5_rerank.txt_hit_any,bm25_e5_rerank.txt_hit_all,bm25_e5_rerank.txt_rel_in_topk,bm25_e5_rerank.txt_first_hit_rank,e5.txt_hit_any,e5.txt_hit_all,e5.txt_rel_in_topk,e5.txt_first_hit_rank,hybrid_rrf_bm25_e5.txt_hit_any,hybrid_rrf_bm25_e5.txt_hit_all,hybrid_rrf_bm25_e5.txt_rel_in_topk,hybrid_rrf_bm25_e5.txt_first_hit_rank
4115e185-0144-4afa-9f2c-c67b2c521217,2,3,0,False,False,10,True,False,1,5,True,False,1,2,False,False,0,,False,False,0,,True,False,1,2
41319a23-0ce9-4adf-842a-412602694f39,2,5,2,True,False,10,True,False,1,6,True,False,1,2,True,True,2,1,True,False,1,1,True,True,2,1
41a8477a-34df-4c82-bc1b-2f78efd5a0a9,2,5,4,True,False,10,True,False,1,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
41c21486-4e4a-4a20-8d9a-17b2ae238892,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
41d7331c-225e-4639-8b00-777d79fbfbd9,2,5,0,True,False,10,True,False,1,1,True,False,1,2,True,False,1,2,True,False,1,2,True,False,1,2
427d29fb-a977-4e54-b761-3e26ae9aa42c,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
42b24a63-c8ec-4207-8382-668e72ac4a8e,2,5,1,True,False,10,True,False,1,2,True,False,1,2,True,False,1,2,True,False,1,3,True,True,2,2
42ca157d-5d03-4bb0-ba5f-c83e28f5b9c2,2,5,4,True,False,10,True,False,1,2,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
42f1b55b-5df9-4e07-b14b-ddfd5ffabf1d,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
42fe0c26-09d6-44cb-9f88-940610123036,2,5,4,True,False,10,True,True,2,1,True,False,1,1,True,True,2,1,True,True,2,1,True,True,2,1
43331822-be73-464a-8084-3755f6a27506,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
434e0299-92c6-4c4d-8452-500c22abb887,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
43654e32-73a5-4e67-b720-8b3abd88240c,2,5,3,True,False,10,True,True,2,2,True,True,2,1,True,False,1,2,True,False,1,2,True,True,2,1
436cbb88-1e9c-4b5f-a96b-f77c16827b12,2,5,3,True,False,10,True,False,1,1,True,False,1,1,True,True,2,1,True,True,2,1,True,True,2,1
438d0c2a-ad2f-4ba8-8097-7075947736cc,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
43aae4da-306e-4bcf-ae8d-05f3fb57ebce,2,5,0,True,False,10,True,False,1,1,True,False,1,4,True,False,1,1,True,False,1,1,True,False,1,1
43bbe76b-673a-41db-971f-1a04c92a6e1a,2,5,4,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,False,1,2,True,True,2,1
43bf106b-3ff6-47d8-9e3b-2fb80a23372c,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
43d62e73-d459-470f-98a3-e0e5330a9ebd,2,5,3,True,False,10,True,True,2,2,True,False,1,1,True,True,2,1,True,True,2,2,True,False,1,1
43ecdc86-e7e3-4422-9fe1-eb585eb1074f,2,5,5,True,False,10,True,True,2,1,True,True,2,2,True,True,2,1,True,True,2,1,True,True,2,2
442eef9d-6db7-41cd-80f6-a89945693857,2,5,1,True,False,10,True,False,1,1,True,False,1,2,True,False,1,2,True,False,1,2,True,True,2,1
44b01aad-cf4c-4954-ba8b-e4a98738b501,2,5,1,True,False,10,True,False,1,2,True,False,1,3,True,False,1,1,True,False,1,1,True,True,2,2
44c1e252-f006-40c3-a69e-f39cb044d584,2,5,4,True,False,10,True,True,2,2,True,False,1,2,True,True,2,2,True,True,2,2,True,True,2,1
44ee0bf3-9d65-47cb-9fd5-2c9885d80733,2,5,5,True,False,10,True,True,2,1,True,True,2,2,True,True,2,2,True,True,2,2,True,True,2,1
44f547d9-b983-4257-a29c-6598efae850e,2,5,4,True,False,10,True,True,2,1,True,False,1,1,True,True,2,1,True,True,2,1,True,True,2,1
455b218c-5398-41f0-a42b-ef55377dd61e,2,5,0,True,False,10,True,False,1,2,True,False,1,9,True,False,1,2,True,False,1,2,True,False,1,2
457bfe8f-42ad-4f7d-b2cd-d8afb97a1357,2,5,3,True,False,10,True,False,1,1,True,True,2,1,True,True,2,1,True,False,1,1,True,True,2,1
45db8382-deb5-4a64-a3ba-e1a9eaa76749,2,5,1,True,False,10,True,False,1,3,True,False,1,1,True,False,1,2,True,False,1,2,True,True,2,1
45deb74e-3dcc-4764-a029-589a31af9a2f,2,5,3,True,False,10,True,False,1,1,True,False,1,7,True,True,2,2,True,True,2,2,True,True,2,1
465d4142-afc7-4c60-a678-bcebe4ab25a5,2,5,0,True,False,10,True,False,1,1,True,False,1,10,True,False,1,1,True,False,1,1,True,False,1,1
46782c71-d99d-464e-a42f-6ab6ff7fede4,2,5,5,True,False,10,True,True,2,2,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
467b94ea-1daf-4d44-902b-6cba972ecd69,2,1,0,False,True,10,False,False,0,,False,False,0,,False,False,0,,False,False,0,,True,False,1,2
4707a672-4a8b-4d1a-b83d-e766a994dfe7,2,5,5,True,False,10,True,True,2,1,True,True,2,2,True,True,2,1,True,True,2,1,True,True,2,1
473dc9f1-a6ca-453e-8ae4-e1296647aa25,2,5,0,True,False,10,True,False,1,4,True,False,1,5,True,False,1,1,True,False,1,8,True,False,1,1
47504177-1e15-489a-8425-3ad3de02d560,2,5,3,True,False,10,True,True,2,1,True,False,1,3,True,True,2,3,True,True,2,3,True,False,1,2
4753cd92-fd26-4d9b-9b96-71c443b8d50b,2,3,0,False,False,10,True,False,1,1,True,False,1,1,False,False,0,,False,False,0,,True,False,1,1
47832117-61d7-4f81-9587-cf8d42d57486,2,5,0,True,False,10,True,False,1,5,True,False,1,6,True,False,1,1,True,False,1,1,True,False,1,2
47b0e85c-4b40-4367-9a50-399a15c05594,2,5,5,True,False,10,True,True,2,1,True,True,2,2,True,True,2,1,True,True,2,1,True,True,2,2
48089158-467f-44b6-9b1c-e0fe469b7a6d,2,1,1,False,True,10,False,False,0,,False,False,0,,False,False,0,,True,True,2,2,False,False,0,
480e9688-47d8-4680-93ff-659d356ab94d,2,5,5,True,False,10,True,True,2,2,True,True,2,1,True,True,2,2,True,True,2,2,True,True,2,1
484f1cac-27c6-4f5a-9350-2f565a47509e,2,5,2,True,False,10,True,True,2,1,True,False,1,1,True,False,1,1,True,False,1,1,True,True,2,1
4886a4f6-2747-43cb-8001-a4a9e75425ab,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,2,True,True,2,2,True,True,2,1
489b54d6-2ed3-408d-a579-7b245155e9fe,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
48c2254c-d226-4428-aa6a-62f349aed8a1,2,5,2,True,False,10,True,True,2,4,True,False,1,9,True,False,1,6,True,False,1,6,True,True,2,3
48e67068-a51f-46ca-8b7e-ff34a2568e08,2,5,2,True,False,10,True,False,1,1,True,False,1,1,True,True,2,1,True,False,1,1,True,True,2,1
48f31f4c-5b6a-4446-8d37-0459c52aed31,2,5,5,True,False,10,True,True,2,1,True,True,2,2,True,True,2,1,True,True,2,1,True,True,2,2
48f82423-4e85-4933-b738-402e74d694a0,2,5,5,True,False,10,True,True,2,2,True,True,2,3,True,True,2,1,True,True,2,1,True,True,2,2
4908abff-5313-4f89-b3d1-d554bfd4cb55,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
49468cae-cbb2-4900-a431-71922c83597d,2,5,2,True,False,10,True,False,1,1,True,True,2,1,True,False,1,1,True,False,1,1,True,True,2,1
494c0c9e-1e66-407f-a4ca-27d0fc4ff72f,2,5,5,True,False,10,True,True,2,2,True,True,2,1,True,True,2,3,True,True,2,3,True,True,2,1
49586a32-f82c-47a8-81ab-c5e936ac0551,2,5,1,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,True,2,1
4980c816-facd-4265-abb8-336096388383,2,5,4,True,False,10,True,True,2,1,True,False,1,2,True,True,2,2,True,True,2,2,True,True,2,2
49884c53-90a2-4ba0-8dce-d28ce24cd7b3,2,5,4,True,False,10,True,True,2,1,True,False,1,9,True,True,2,1,True,True,2,1,True,True,2,2
498d82f9-f5b6-4ae9-9fa9-ae37947c794b,2,5,1,True,False,10,True,False,1,2,True,False,1,1,True,False,1,2,True,False,1,2,True,True,2,1
4996a4be-6e82-4e53-9d8b-fa0762a9b7f0,2,5,3,True,False,10,True,False,1,1,True,False,1,5,True,True,2,1,True,True,2,1,True,True,2,1
4a1fd17c-a5a2-4508-b9ec-e6850cf12e34,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
4a314430-2932-4e28-a83a-877b2f98b064,2,5,2,True,False,10,True,True,2,4,True,False,1,2,True,False,1,1,True,False,1,1,True,True,2,1
4a3f713c-ce2e-46be-a13f-a55100e5cba1,2,5,4,True,False,10,True,True,2,1,True,False,1,1,True,True,2,1,True,True,2,1,True,True,2,1
4a46139f-94f0-4c68-93b0-d5fc703165c9,2,5,4,True,False,10,True,True,2,1,True,False,1,3,True,True,2,4,True,True,2,4,True,True,2,1
4a5096c2-d73e-4464-b324-986ea2b007a8,2,5,4,True,False,10,True,True,2,3,True,False,1,1,True,True,2,1,True,True,2,2,True,True,2,1
4a6d05c9-fb2b-45e6-8f9f-2282893ab4b0,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
4a9a30ac-3544-461b-90d2-49b3df8b378a,2,5,3,True,False,10,True,True,2,2,True,True,2,2,True,False,1,6,True,False,1,8,True,True,2,1
4aae4c13-0b30-42f1-b5d5-edf26542ca40,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,2,True,True,2,2,True,True,2,1
4ab6b039-ebef-45b0-a1cf-f049dfbc061b,2,5,4,True,False,10,True,True,2,1,True,False,1,1,True,True,2,1,True,True,2,1,True,True,2,1
4b0bb853-af47-40e9-add7-ec7343b5a831,2,5,5,True,False,10,True,True,2,2,True,True,2,1,True,True,2,2,True,True,2,2,True,True,2,1
4b0f4d7d-8767-4060-b686-67af0a9247d6,2,5,2,True,False,10,True,False,1,1,True,True,2,4,True,False,1,1,True,False,1,1,True,True,2,1
4b614ca9-b3fb-4dcc-8672-9364c37a5a3b,2,5,2,True,False,10,True,False,1,1,True,True,2,2,True,False,1,1,True,False,1,1,True,True,2,1
4bd1f83c-e809-4e09-bb94-45091fcafc34,2,3,1,False,False,10,False,False,0,,True,False,1,2,True,False,1,4,False,False,0,,True,True,2,1
4c151b0e-8a6f-4641-84a8-479e51eeb008,2,5,5,True,False,10,True,True,2,3,True,True,2,1,True,True,2,7,True,True,2,7,True,True,2,1
4c213f85-34c0-48ed-9fd5-a1056647380c,2,5,2,True,False,10,True,False,1,3,True,True,2,2,True,False,1,2,True,False,1,2,True,True,2,1
4c3a99d1-194e-453f-89c4-22e1efee7c00,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,4,True,True,2,4,True,True,2,1
4c985214-253f-4693-9da3-d1f53d82fa23,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
4ccd68a4-93b2-4850-b2ee-f5db9985823c,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
4ce8091f-4e96-4974-b6ca-d5983d396068,2,5,4,True,False,10,True,True,2,2,True,False,1,6,True,True,2,2,True,True,2,2,True,True,2,3
4cfa03e5-f697-4fec-a7c8-fb041fd66a87,2,4,0,True,False,10,False,False,0,,True,False,1,5,True,False,1,8,True,False,1,8,True,False,1,1
4d24fff1-11a1-4fea-9114-af484c7b236e,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,2,True,False,1,2,True,False,1,1
4d3abfab-217e-46df-adb2-ea8ccecf8c8e,2,5,4,True,False,10,True,True,2,1,True,False,1,1,True,True,2,6,True,True,2,6,True,True,2,1
4d5e262b-06ff-45da-9d59-87a93dfbfa46,2,4,0,True,False,10,True,False,1,1,False,False,0,,True,False,1,1,True,False,1,1,True,False,1,6
4d6949da-e5a7-4302-baf8-7c421ca1c5b4,2,5,2,True,False,10,True,False,1,1,True,True,2,1,True,False,1,1,True,False,1,1,True,True,2,1
4d8122e9-c9d3-4f29-9192-4cd727434239,2,5,3,True,False,10,True,True,2,1,True,True,2,1,True,False,1,1,True,False,1,1,True,True,2,1
4d827c77-43d3-4902-a84d-04c2e3dec794,2,5,0,True,False,10,True,False,1,5,True,False,1,1,True,False,1,3,True,False,1,3,True,False,1,1
4e07d130-36f6-4a0d-9f78-c6cde2250f59,2,5,4,True,False,10,True,True,2,2,True,False,1,2,True,True,2,2,True,True,2,2,True,True,2,2
4e2aa127-f652-422c-a8b7-f6c972dc9e7d,2,5,4,True,False,10,True,True,2,1,True,False,1,1,True,True,2,1,True,True,2,1,True,True,2,1
4eb672d0-34ca-4ff7-9a34-5c0a1c58f2f1,2,4,1,True,False,10,True,False,1,2,True,False,1,7,True,False,1,9,False,False,0,,True,True,2,1
4f39c314-93f0-491a-9fe2-b4aa2db8136e,2,5,3,True,False,10,True,True,2,4,True,False,1,3,True,True,2,2,True,False,1,3,True,True,2,1
4f4df88d-b743-4dfe-b360-7075dc6132d5,2,5,3,True,False,10,True,True,2,1,True,True,2,1,True,False,1,1,True,False,1,1,True,True,2,1
4f7474fb-3765-401a-a734-492f12dc43bf,2,5,1,True,False,10,True,True,2,2,True,False,1,1,True,False,1,2,True,False,1,4,True,False,1,1
4f79062a-7ef6-42c7-87de-82378f3391ca,2,5,4,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,False,1,1,True,True,2,2
4fb7181d-5ef0-4e61-8624-e3eeaaf127e4,2,5,2,True,False,10,True,False,1,8,True,True,2,1,True,False,1,6,True,False,1,7,True,True,2,1
4ff7a8cd-ab0e-46b9-abe3-6d181c46d050,2,5,4,True,False,10,True,True,2,2,True,False,1,1,True,True,2,3,True,True,2,3,True,True,2,1
4ff973f0-55ba-4f07-82e8-df9d5b19745f,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
501eeec3-d692-425e-8a0e-1e276f96d8a3,2,5,4,True,False,10,True,False,1,1,True,True,2,1,True,True,2,3,True,True,2,3,True,True,2,1
50585fd1-f0ff-47ce-8c2c-080889a4cb37,2,5,0,True,False,10,True,False,1,1,True,False,1,4,True,False,1,3,True,False,1,3,True,False,1,1
507ff0bb-885b-415b-a540-b04b7edb1998,2,4,4,True,False,10,True,True,2,1,False,False,0,,True,True,2,4,True,True,2,4,True,True,2,1
50835b46-5331-4746-8fa4-9d5d728a8e0d,2,4,4,True,False,10,True,True,2,1,False,False,0,,True,True,2,2,True,True,2,2,True,True,2,4
50aad0b6-c112-44e5-96de-7d57ef8f9403,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
51180a59-5d7f-4b7f-bcc0-1aff65935994,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
514883f3-d88c-460d-9948-47b849289cfb,2,5,4,True,False,10,True,True,2,2,True,False,1,2,True,True,2,1,True,True,2,1,True,True,2,2
517f8d9b-7ea9-420e-8a7c-1d0d7bb84c9b,2,5,2,True,False,10,True,False,1,1,True,True,2,1,True,False,1,1,True,False,1,1,True,True,2,1
51951816-7a18-4afe-bd26-b359061b128b,2,5,3,True,False,10,True,False,1,4,True,True,2,2,True,True,2,2,True,False,1,2,True,True,2,1
51cd835b-0e2b-4a33-870f-6ea7bdf8183d,2,5,0,True,False,10,True,False,1,2,True,False,1,1,True,False,1,2,True,False,1,3,True,False,1,1
51f95c21-e51f-4aa0-9f58-2989adb0af58,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
522f67b3-8641-4cac-92dd-c1d639e0ebd1,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
52426508-9157-48b9-be99-cf549eb2563d,2,5,5,True,False,10,True,True,2,1,True,True,2,2,True,True,2,3,True,True,2,3,True,True,2,1
526b8ade-a176-4e60-90ec-d1a139580d41,2,5,4,True,False,10,True,True,2,1,True,False,1,1,True,True,2,1,True,True,2,1,True,True,2,1
52a14b3a-2aa4-4c30-b296-98139f0bbb7f,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
52a8c159-96dd-49b2-97b6-5adac260be94,2,5,3,True,False,10,True,False,1,2,True,False,1,2,True,True,2,2,True,True,2,2,True,True,2,2
53542363-d5e0-4579-b500-28c9f3771485,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
536da080-5abf-4a06-819d-c94b384a2689,2,5,4,True,False,10,True,True,2,1,True,False,1,3,True,True,2,1,True,True,2,1,True,True,2,2
53966946-4c2e-4b77-ab4d-975124f93f55,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
53e3ec79-d9f0-48f4-890f-caaa1f67185d,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
53e8cc10-0d93-4e1f-a478-b5babc9df2a7,2,4,1,True,False,10,True,True,2,2,False,False,0,,True,False,1,1,True,False,1,1,True,False,1,6
53ec2ed6-a6a4-41a6-9477-d7037ca5418b,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
53fe707f-7087-46e5-b4ff-8300125f84ab,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
5423b71e-9bb7-4a83-8013-a05a690d2ad8,2,5,4,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,False,1,1,True,True,2,1
544b9f68-0e19-4f7c-847c-2f548f5491b6,2,5,5,True,False,10,True,True,2,2,True,True,2,1,True,True,2,2,True,True,2,2,True,True,2,1
54940f74-e9a4-4c78-b6ce-5a799e2e2531,2,1,0,False,True,10,False,False,0,,False,False,0,,False,False,0,,False,False,0,,True,False,1,3
54a6cca5-e729-4ea4-b938-cef6af236347,2,5,0,True,False,10,True,False,1,4,True,False,1,4,True,False,1,4,True,False,1,4,True,False,1,1
54b656ec-aa4c-4f7e-a72c-3fb793f3ab13,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
54cde252-5db5-4d53-8502-0e5fc2e86393,2,5,1,True,False,10,True,False,1,1,True,False,1,2,True,False,1,1,True,False,1,1,True,True,2,1
54f744e3-d7fc-4bee-96d9-10f1f11c03ef,2,5,0,True,False,10,True,False,1,1,True,False,1,4,True,False,1,1,True,False,1,1,True,False,1,1
558de99d-9071-43f1-bd8d-0a52455a0fc3,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
56095202-6b08-4d2b-8b93-fd1f5f0c7a8f,2,5,3,True,False,10,True,False,1,1,True,False,1,3,True,True,2,2,True,True,2,2,True,True,2,1
5610ab35-25e5-429a-be0d-480eff8f5908,2,5,5,True,False,10,True,True,2,2,True,True,2,4,True,True,2,2,True,True,2,3,True,True,2,2
5622dd49-0fd0-448f-975c-d30f0fee5152,2,5,0,True,False,10,True,False,1,1,True,False,1,3,True,False,1,1,True,False,1,1,True,False,1,1
563ff0c8-bb2f-45a0-84b7-949a7327f4cf,2,5,2,True,False,10,True,False,1,1,True,True,2,1,True,False,1,1,True,False,1,1,True,True,2,1
5649c6a5-e5a2-4e00-aae1-2e342ed9a356,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
5678d6ff-d421-4cac-b06a-0c2822fb8ab3,2,5,1,True,False,10,True,False,1,2,True,False,1,6,True,False,1,2,True,True,2,2,True,False,1,2
56917666-4d37-425e-a2a9-8aebb4af5acd,2,5,4,True,False,10,True,True,2,2,True,False,1,10,True,True,2,1,True,True,2,1,True,True,2,2
57174adc-14bb-44c7-94ec-3fa47277c6d0,2,5,5,True,False,10,True,True,2,2,True,True,2,3,True,True,2,4,True,True,2,4,True,True,2,3
571b96e7-18c7-4ed1-8cbc-07055d2f0f7e,2,5,5,True,False,10,True,True,2,3,True,True,2,1,True,True,2,3,True,True,2,3,True,True,2,1
5728b872-ff9a-4c2e-bad2-04a9a88e3632,2,5,2,True,False,10,True,True,2,1,True,False,1,1,True,False,1,1,True,False,1,1,True,True,2,1
573fac3d-2aec-4322-9002-446b69daaeae,2,3,2,False,False,10,True,True,2,1,True,False,1,7,False,False,0,,False,False,0,,True,True,2,2
57524c1d-76e5-4c9a-954f-16c35f74c49c,2,5,0,True,False,10,True,False,1,1,True,False,1,8,True,False,1,9,True,False,1,4,True,False,1,3
57731219-e2fc-4f0f-82df-bfe638afc323,2,5,5,True,False,10,True,True,2,2,True,True,2,1,True,True,2,2,True,True,2,2,True,True,2,1
5796825a-a176-442c-ba4f-457f4920c12c,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
579c70d1-2aeb-496a-b41e-75a60f698486,2,5,5,True,False,10,True,True,2,4,True,True,2,3,True,True,2,8,True,True,2,8,True,True,2,1
57e83c21-26cc-4788-a481-71568415a41e,2,5,3,True,False,10,True,True,2,1,True,True,2,1,True,False,1,1,True,False,1,1,True,True,2,1
5816ad7a-087b-4550-b268-e0193db9a78c,2,5,5,True,False,10,True,True,2,2,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
582fae28-d1e8-4633-ba98-dcde1f2f36be,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
583e0278-d7a1-4db4-a88e-b8f8731909a8,2,5,1,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,True,2,1
58508594-01a3-4a5d-8c72-1375680de08c,2,5,0,True,False,10,True,False,1,1,True,False,1,2,True,False,1,3,True,False,1,3,True,False,1,1
5852b479-977f-4e90-af4a-4e60ef0856bc,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
589df985-5652-484a-bd80-53c89a5f7e1d,2,5,3,True,False,10,True,False,1,2,True,True,2,1,True,True,2,1,True,False,1,1,True,True,2,2
58d493fa-d54c-4ba9-b11b-9829ba7f981a,2,5,3,True,False,10,True,False,1,7,True,False,1,9,True,True,2,6,True,True,2,6,True,True,2,2
58efd3b6-87e0-40f4-8205-879f69071c27,2,5,3,True,False,10,True,False,1,4,True,True,2,1,True,True,2,2,True,False,1,4,True,True,2,1
5934ff3d-511d-4685-bbfd-65de2ef8bbe4,2,5,2,True,False,10,True,False,1,2,True,True,2,3,True,False,1,7,True,False,1,10,True,True,2,3
5955ae88-e852-461a-b556-1fecf36584d3,2,5,2,True,False,10,True,True,2,1,True,False,1,1,True,False,1,1,True,False,1,1,True,True,2,1
59cf1ad7-70d5-494f-b206-e5c8f8b2b1d4,2,5,1,True,False,10,True,False,1,6,True,False,1,4,True,False,1,4,True,True,2,6,True,False,1,1
5a05cecf-35c3-4a3b-9536-5a1a459e3ce7,2,5,1,True,False,10,True,False,1,2,True,False,1,1,True,False,1,2,True,False,1,2,True,True,2,1
5a0f195e-45fe-4a6e-9051-a2a86fb08fe4,2,5,4,True,False,10,True,True,2,1,True,False,1,3,True,True,2,1,True,True,2,1,True,True,2,2
5a18e1dd-7573-40c4-8d29-1f9eb6c63656,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
5a2af9e1-f893-4df3-b9c2-f5011ab30015,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
5a48005e-e0a7-4126-b5e4-f9f44218ae6f,2,5,1,True,False,10,True,False,1,2,True,False,1,3,True,False,1,2,True,False,1,2,True,True,2,1
5affa5a2-9340-4e5c-81d4-00bf1a2fee31,2,5,0,True,False,10,True,False,1,3,True,False,1,1,True,False,1,7,True,False,1,7,True,False,1,2
5b2587d0-b05d-4036-a15d-4c2107abc16e,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
5b2e2c9a-2b6a-4206-8658-ee216a7a4a25,2,5,5,True,False,10,True,True,2,5,True,True,2,4,True,True,2,2,True,True,2,3,True,True,2,2
5b54c45d-77ff-4e5d-9f09-438bce6055f9,2,3,3,False,False,10,False,False,0,,True,True,2,2,True,True,2,4,False,False,0,,True,True,2,1
5b5635c7-0370-4c89-a7ec-a70e9ddb9c11,2,5,4,True,False,10,True,True,2,2,True,False,1,1,True,True,2,4,True,True,2,4,True,True,2,1
5b6ba4b8-0ef6-4b03-9fe3-b10b16de67c6,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
5b76694b-18b6-41d5-9e39-9702182b4577,2,5,5,True,False,10,True,True,2,1,True,True,2,2,True,True,2,2,True,True,2,2,True,True,2,1
5b8736bb-17a2-4b61-9fcd-9af94133b55b,2,3,0,False,False,10,False,False,0,,True,False,1,1,True,False,1,10,False,False,0,,True,False,1,2
5bd9a369-eede-49a2-89f4-4259ca8b3fbc,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
5c21646f-7045-40f3-8ad4-e7a3487f3979,2,5,1,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,2,True,True,2,1
5c295748-8b2c-4e76-ae40-c99de6a23f68,2,5,0,True,False,10,True,False,1,6,True,False,1,1,True,False,1,4,True,False,1,4,True,False,1,1
5c418870-9e83-401d-afe0-a3605e6e0548,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
5c69f9ec-a739-4c2f-97f7-6b236feab043,2,5,4,True,False,10,True,True,2,3,True,False,1,1,True,True,2,3,True,True,2,3,True,True,2,1
5c748f8f-c2f8-4d80-9caa-98effad123d3,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
5c7f42f5-1849-42db-8307-da122e374dc4,2,5,5,True,False,10,True,True,2,1,True,True,2,3,True,True,2,1,True,True,2,1,True,True,2,2
5c8ffaa9-bd77-467d-8703-d064b8b20081,2,3,1,False,False,10,True,False,1,2,True,False,1,5,False,False,0,,False,False,0,,True,True,2,2
5caba115-16fa-44c6-84a7-e1c96d13fca3,2,5,4,True,False,10,True,False,1,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
5cb3d248-1b24-41de-bcab-72185d210783,2,5,4,True,False,10,True,True,2,4,True,False,1,2,True,True,2,1,True,True,2,1,True,True,2,1
